Base Part,Base Part Number,Base Style,Base Style Name,Category,Collection,Color,Date,Delivery Date,Delivery Month,Delivery Month ,Delivery Season,Delivery Season ,Family,Garment Type,Gender,Gender/Stature/Type,Global,Item Code,Macro Area,Master Style,Micro Area,Month,Product Category,Product Family,Product Gender,Product Sub-Family,Region,Region ,Reorder Type,Sales Area,Sales Area ,Style,Style Code,Style Code ,Style Description,Style Description ,Sub-Family,Year,Cost,Dnet,Margin $,Measure for Rank,MSRP,Order $ (U.S. Cost),Order $ (U.S. Dealer Net),Order $ (U.S. MSRP),Order $ (USD),Order Quantity,Style Count,Sum of Extra Quantity (Units),Sum of Quantity (Units)
96452-22VM,96452-22VM,MWS 1705789,MWS Random,Sportswear,Core,Green,2021-08-14,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,96452-22VM/157,APAC,96452-22,,8,Sportswear,Tops Woven,Men's,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,96452-22VM,96452-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,18.96,44.33,253.7,331,88.66,189.6,443.3,886.6,443.3,10,1,3,10
93807-22VM,93807-22VM,MWS 1573340,MWS Random,Sportswear,Core,Black,2021-09-07,Sep,21 09,21 09,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93807-22VM/862,APAC,93807-22,,9,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93807-22VM,93807-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,12.71,32.63,39.84,486,65.26,25.42,65.26,130.52,65.26,2,1,4,2
97101-22VM,97101-22VM,MWS 1352475,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-12-03,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97101-22VM/380,North America,97101-22,,12,Sportswear,Tops Woven,Women's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97101-22VM,97101-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,23.31,52.12,86.43,204,104.24,69.93,156.36,312.72,156.36,3,1,5,3
90682-22VM,90682-22VM,MWS 1532496,MWS Random,Sportswear,Seasonal,Green,2021-03-15,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,90682-22VM/286,EMEA,90682-22,,3,Sportswear,Tops Woven,Unisex,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,90682-22VM,90682-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,14.7,37.12,381.14,234,74.24,249.9,631.04,1262.08,631.04,17,1,1,17
90327-22VM,90327-22VM,MWS 1209783,MWS Random,Sportswear,Seasonal,Grey,2021-04-10,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,90327-22VM/536,North America,90327-22,,4,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,90327-22VM,90327-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,16.75,34.6,232.05,289,69.2,217.75,449.8,899.6,449.8,13,1,0,13
97747-22VM,97747-22VM,MWS 1360599,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-01-07,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97747-22VM/312,North America,97747-22,,1,Sportswear,Tops Woven,Women's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,97747-22VM,97747-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,27.45,64.19,551.1,274,128.38,411.75,962.85,1925.7,962.85,15,1,3,15
94226-22VM,94226-22VM,MWS 1352562,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-06-07,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94226-22VM/061,EMEA,94226-22,,6,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94226-22VM,94226-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,21.81,54.89,661.6,170,109.78,436.2,1097.8,2195.6,1097.8,20,1,2,20
95439-22VM,95439-22VM,MWS 1890669,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-08-06,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95439-22VM/194,North America,95439-22,,8,Sportswear,Tops Woven,Women's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95439-22VM,95439-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,21.11,62.09,737.64,498,124.18,379.98,1117.62,2235.24,1117.62,18,1,1,18
90780-22VM,90780-22VM,MWS 1470386,MWS Random,Sportswear,Core,Green,2021-01-03,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90780-22VM/165,EMEA,90780-22,,1,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,90780-22VM,90780-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.53,62.43,538.5,344,124.86,397.95,936.45,1872.9,936.45,15,1,3,15
92434-22VM,92434-22VM,MWS 1309838,MWS Random,Sportswear,Seasonal,Grey,2021-10-17,Oct,21 10,21 10,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,92434-22VM/863,North America,92434-22,,10,Sportswear,Tops Woven,Unisex,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92434-22VM,92434-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,11.34,24.19,244.15,464,48.38,215.46,459.61,919.22,459.61,19,1,4,19
91090-22VM,91090-22VM,MWS 1500299,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-04-20,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,91090-22VM/256,APAC,91090-22,,4,Sportswear,Tops Woven,Men's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91090-22VM,91090-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.13,56.39,514.42,108,112.78,444.21,958.63,1917.26,958.63,17,1,1,17
99090-22VM,99090-22VM,MWS 1747219,MWS Random,Sportswear,Seasonal,Grey,2021-12-29,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99090-22VM/017,APAC,99090-22,,12,Sportswear,Tops Woven,Women's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,99090-22VM,99090-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,19.01,53.71,104.1,463,107.42,57.03,161.13,322.26,161.13,3,1,5,3
99025-22VM,99025-22VM,MWS 1848997,MWS Random,Sportswear,Core,Red,2021-07-04,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99025-22VM/429,EMEA,99025-22,,7,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99025-22VM,99025-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,17.16,46.96,536.4,412,93.92,308.88,845.28,1690.56,845.28,18,1,0,18
93699-22VM,93699-22VM,MWS 1692075,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-12-18,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,93699-22VM/275,North America,93699-22,,12,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93699-22VM,93699-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,17.62,38.58,272.48,333,77.16,229.06,501.54,1003.08,501.54,13,1,5,13
92088-22VM,92088-22VM,MWS 1599556,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-04-26,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92088-22VM/247,EMEA,92088-22,,4,Sportswear,Tops Woven,Women's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92088-22VM,92088-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,26.73,79.74,265.05,420,159.48,133.65,398.7,797.4,398.7,5,1,0,5
94946-22VM,94946-22VM,MWS 1040077,MWS Random,Sportswear,Seasonal,Black,2021-03-01,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94946-22VM/889,North America,94946-22,,3,Sportswear,Tops Woven,Men's,Cap,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,94946-22VM,94946-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,19.71,52.8,628.71,205,105.6,374.49,1003.2,2006.4,1003.2,19,1,3,19
95834-22VM,95834-22VM,MWS 1044844,MWS Random,Sportswear,Seasonal,Black,2021-01-02,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95834-22VM/761,APAC,95834-22,,1,Sportswear,Tops Woven,Women's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95834-22VM,95834-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,24.51,61.0,109.47,360,122.0,73.53,183.0,366.0,183.0,3,1,3,3
92300-22VM,92300-22VM,MWS 1196060,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-07-10,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92300-22VM/041,North America,92300-22,,7,Sportswear,Tops Woven,Men's,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,92300-22VM,92300-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,12.64,28.98,196.08,423,57.96,151.68,347.76,695.52,347.76,12,1,5,12
93944-22VM,93944-22VM,MWS 1598331,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-07-31,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93944-22VM/694,North America,93944-22,,7,Sportswear,Tops Woven,Women's,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,93944-22VM,93944-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,21.63,46.11,146.88,154,92.22,129.78,276.66,553.32,276.66,6,1,2,6
99675-22VM,99675-22VM,MWS 1821808,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-05-13,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99675-22VM/591,EMEA,99675-22,,5,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,99675-22VM,99675-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,11.43,23.01,231.6,342,46.02,228.6,460.2,920.4,460.2,20,1,5,20
92195-22VM,92195-22VM,MWS 1635567,MWS Random,Sportswear,Core,Red,2021-12-04,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92195-22VM/180,North America,92195-22,,12,Sportswear,Tops Woven,Women's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92195-22VM,92195-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,14.62,34.75,342.21,468,69.5,248.54,590.75,1181.5,590.75,17,1,5,17
92976-22VM,92976-22VM,MWS 1019622,MWS Random,Sportswear,Core,Green,2021-08-06,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92976-22VM/532,North America,92976-22,,8,Sportswear,Tops Woven,Men's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92976-22VM,92976-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,26.31,68.35,714.68,347,136.7,447.27,1161.95,2323.9,1161.95,17,1,3,17
92803-22VM,92803-22VM,MWS 1762916,MWS Random,Sportswear,Seasonal,Grey,2021-03-28,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92803-22VM/597,North America,92803-22,,3,Sportswear,Tops Woven,Men's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92803-22VM,92803-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,29.65,59.61,509.32,172,119.22,504.05,1013.37,2026.74,1013.37,17,1,3,17
92824-22VM,92824-22VM,MWS 1827982,MWS Random,Sportswear,Core,Blue,2021-05-19,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,92824-22VM/874,EMEA,92824-22,,5,Sportswear,Tops Woven,Unisex,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,92824-22VM,92824-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.43,74.39,719.4,236,148.78,396.45,1115.85,2231.7,1115.85,15,1,2,15
90013-22VM,90013-22VM,MWS 1774219,MWS Random,Sportswear,Core,Green,2021-05-27,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,90013-22VM/785,North America,90013-22,,5,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,90013-22VM,90013-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,25.37,53.87,484.5,217,107.74,431.29,915.79,1831.58,915.79,17,1,4,17
94131-22VM,94131-22VM,MWS 1685151,MWS Random,Sportswear,Core,Grey,2021-08-22,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94131-22VM/441,APAC,94131-22,,8,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94131-22VM,94131-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,24.19,50.19,26.0,443,100.38,24.19,50.19,100.38,50.19,1,1,5,1
95662-22VM,95662-22VM,MWS 1785435,MWS Random,Sportswear,Seasonal,Blue,2021-01-13,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95662-22VM/678,EMEA,95662-22,,1,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,95662-22VM,95662-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,11.29,30.25,132.72,170,60.5,79.03,211.75,423.5,211.75,7,1,0,7
97033-22VM,97033-22VM,MWS 1142000,MWS Random,Sportswear,Seasonal,Black,2021-07-06,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97033-22VM/244,EMEA,97033-22,,7,Sportswear,Tops Woven,Women's,Cap,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97033-22VM,97033-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,17.47,45.34,167.22,368,90.68,104.82,272.04,544.08,272.04,6,1,5,6
92129-22VM,92129-22VM,MWS 1146221,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-04-19,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,92129-22VM/376,North America,92129-22,,4,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92129-22VM,92129-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,18.47,47.32,519.3,344,94.64,332.46,851.76,1703.52,851.76,18,1,3,18
94946-22VM,94946-22VM,MWS 1244968,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Green,2021-04-11,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94946-22VM/048,APAC,94946-22,,4,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94946-22VM,94946-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,15.41,45.88,609.4,232,91.76,308.2,917.6,1835.2,917.6,20,1,5,20
97801-22VM,97801-22VM,MWS 1591202,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-07-28,Jul,21 07,21 07,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97801-22VM/240,EMEA,97801-22,,7,Sportswear,Tops Woven,Unisex,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,97801-22VM,97801-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,26.08,75.68,248.0,290,151.36,130.4,378.4,756.8,378.4,5,1,5,5
95173-22VM,95173-22VM,MWS 1998921,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-08-09,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95173-22VM/689,EMEA,95173-22,,8,Sportswear,Tops Woven,Women's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95173-22VM,95173-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,27.84,79.83,207.96,207,159.66,111.36,319.32,638.64,319.32,4,1,0,4
97366-22VM,97366-22VM,MWS 1506744,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Blue,2021-06-09,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,97366-22VM/457,EMEA,97366-22,,6,Sportswear,Tops Woven,Unisex,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,97366-22VM,97366-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,27.67,62.88,352.1,181,125.76,276.7,628.8,1257.6,628.8,10,1,3,10
99055-22VM,99055-22VM,MWS 1180653,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-06-24,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,99055-22VM/768,APAC,99055-22,,6,Sportswear,Tops Woven,Men's,Jacket,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,99055-22VM,99055-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,15.73,45.78,240.4,232,91.56,125.84,366.24,732.48,366.24,8,1,2,8
93828-22VM,93828-22VM,MWS 1690248,MWS Random,Sportswear,Core,Grey,2021-11-16,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,93828-22VM/181,North America,93828-22,,11,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93828-22VM,93828-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,25.93,54.17,56.48,479,108.34,51.86,108.34,216.68,108.34,2,1,2,2
93658-22VM,93658-22VM,MWS 1520298,MWS Random,Sportswear,Core,Black,2021-04-18,Apr,21 04,21 04,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93658-22VM/897,North America,93658-22,,4,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93658-22VM,93658-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,26.8,61.54,312.66,370,123.08,241.2,553.86,1107.72,553.86,9,1,3,9
95861-22VM,95861-22VM,MWS 1501298,MWS Random,Sportswear,Seasonal,Blue,2021-05-24,May,21 05,21 05,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,95861-22VM/263,APAC,95861-22,,5,Sportswear,Tops Woven,Unisex,Jacket,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,95861-22VM,95861-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,10.21,27.18,237.58,180,54.36,142.94,380.52,761.04,380.52,14,1,3,14
92887-22VM,92887-22VM,MWS 1258767,MWS Random,Sportswear,Seasonal,Green,2021-11-06,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,92887-22VM/143,APAC,92887-22,,11,Sportswear,Tops Woven,Men's,Cap,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,92887-22VM,92887-22VM,Mechanic Shirt,Mechanic Shirt,Cap,2021,19.29,47.66,113.48,219,95.32,77.16,190.64,381.28,190.64,4,1,2,4
91592-22VM,91592-22VM,MWS 1044598,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Grey,2021-01-14,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,91592-22VM/451,APAC,91592-22,,1,Sportswear,Tops Woven,Unisex,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,91592-22VM,91592-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,10.98,27.16,291.24,370,54.32,197.64,488.88,977.76,488.88,18,1,3,18
91537-22VM,91537-22VM,MWS 1935989,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-03-27,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,91537-22VM/047,North America,91537-22,,3,Sportswear,Tops Woven,Women's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,91537-22VM,91537-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,22.85,45.78,68.79,109,91.56,68.55,137.34,274.68,137.34,3,1,1,3
95126-22VM,95126-22VM,MWS 1073161,MWS Random,Sportswear,Seasonal,Grey,2021-11-16,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,95126-22VM/914,North America,95126-22,,11,Sportswear,Tops Woven,Men's,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95126-22VM,95126-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,16.9,40.49,330.26,297,80.98,236.6,566.86,1133.72,566.86,14,1,1,14
97237-22VM,97237-22VM,MWS 1255290,MWS Random,Sportswear,Seasonal,Blue,2021-08-29,Aug,21 08,21 08,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,97237-22VM/239,North America,97237-22,,8,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,97237-22VM,97237-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,24.5,71.23,607.49,113,142.46,318.5,925.99,1851.98,925.99,13,1,3,13
99216-22VM,99216-22VM,MWS 1369973,MWS Random,Sportswear,Seasonal,Blue,2021-11-13,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,99216-22VM/792,North America,99216-22,,11,Sportswear,Tops Woven,Women's,Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,99216-22VM,99216-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,26.78,75.44,924.54,301,150.88,508.82,1433.36,2866.72,1433.36,19,1,4,19
93037-22VM,93037-22VM,MWS 1461546,MWS Random,Sportswear,Core,Blue,2021-11-19,Nov,21 11,21 11,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93037-22VM/728,North America,93037-22,,11,Sportswear,Tops Woven,Unisex,T-Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,93037-22VM,93037-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,14.82,35.01,100.95,459,70.02,74.1,175.05,350.1,175.05,5,1,0,5
97817-22VM,97817-22VM,MWS 1577185,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Red,2021-12-26,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,97817-22VM/356,EMEA,97817-22,,12,Sportswear,Tops Woven,Women's,Shirt,USA,USA,Seasonal,USA Market,USA Market,Mechanic Style,97817-22VM,97817-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,29.95,81.73,362.46,224,163.46,209.65,572.11,1144.22,572.11,7,1,3,7
95565-22VM,95565-22VM,MWS 1753563,MWS Random,Sportswear,GMMC: Genuine Motorclothes,Black,2021-03-25,Mar,21 03,21 03,2021 Spring,2021 Spring,Tops Woven,Casual,Women's,Women's Regular,Global,95565-22VM/294,North America,95565-22,,3,Sportswear,Tops Woven,Women's,T-Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,95565-22VM,95565-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,24.26,52.03,499.86,203,104.06,436.68,936.54,1873.08,936.54,18,1,2,18
99954-22VM,99954-22VM,MWS 1926245,MWS Random,Sportswear,Core,Green,2021-12-29,Dec,21 12,21 12,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,99954-22VM/322,APAC,99954-22,,12,Sportswear,Tops Woven,Unisex,Shirt,Europe,Europe,Seasonal,Europe Market,Europe Market,Mechanic Style,99954-22VM,99954-22VM,Mechanic Shirt,Mechanic Shirt,Shirt,2021,27.43,60.14,457.94,336,120.28,384.02,841.96,1683.92,841.96,14,1,1,14
98422-22VM,98422-22VM,MWS 1509036,MWS Random,Sportswear,Seasonal,Green,2021-06-20,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,98422-22VM/895,APAC,98422-22,,6,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,98422-22VM,98422-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,12.44,25.72,185.92,469,51.44,174.16,360.08,720.16,360.08,14,1,5,14
94012-22VM,94012-22VM,MWS 1091451,MWS Random,Sportswear,Core,Red,2021-01-14,Jan,21 01,21 01,2021 Spring,2021 Spring,Tops Woven,Casual,Men's,Men's Regular,Global,94012-22VM/455,APAC,94012-22,,1,Sportswear,Tops Woven,Men's,T-Shirt,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,94012-22VM,94012-22VM,Mechanic Shirt,Mechanic Shirt,T-Shirt,2021,18.82,47.3,370.24,325,94.6,244.66,614.9,1229.8,614.9,13,1,5,13
93835-22VM,93835-22VM,MWS 1191632,MWS Random,Sportswear,Core,Red,2021-06-15,Jun,21 06,21 06,2021 Spring,2021 Spring,Tops Woven,Casual,Unisex,Unisex Regular,Global,93835-22VM/857,EMEA,93835-22,,6,Sportswear,Tops Woven,Unisex,Jacket,Asia Pacific,Asia Pacific,Seasonal,Asia Pacific Market,Asia Pacific Market,Mechanic Style,93835-22VM,93835-22VM,Mechanic Shirt,Mechanic Shirt,Jacket,2021,24.67,53.33,114.64,207,106.66,98.68,213.32,426.64,213.32,4,1,0,4
